LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
Rua Anabiju,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-060
Rua Antônio La Giudice,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-000
Rua Antônio Lindoro da Silva,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03506-000
Travessa Antônio Montanari,Aricanduva,"São Paulo, SP","Aricanduva, São Paulo, SP",03502-055
Travessa Aracy Prado,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-160
Rua Arajipe,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-010
Praça Arambaré,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-040
Avenida Aricanduva,Jardim Colonial,"São Paulo, SP","Jardim Colonial, São Paulo, SP",03951-220
Avenida Aricanduva,Jardim São Cristóvão,"São Paulo, SP","Jardim São Cristóvão, São Paulo, SP",03930-110
Avenida Aricanduva - lado ímpar,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03527-000
Avenida Aricanduva - lado par,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03490-000
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-907
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-909
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-903
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-906
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-908
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-902
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-905
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-900
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-904
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-901
Avenida Aricanduva 5555,Vila Califórnia,"São Paulo, SP","Vila Califórnia, São Paulo, SP",03527-910
Estrada Aricanduva,Jardim São Gonçalo,"São Paulo, SP","Jardim São Gonçalo, São Paulo, SP",08370-160
Estrada Aricanduva - de 1/2 ao fim,Jardim Maria Lídia,"São Paulo, SP","Jardim Maria Lídia, São Paulo, SP",08370-480
Ponte Aricanduva,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03090-003
Praça Assadour Kassabian,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-060
Travessa Avenca D'Água,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-021
Avenida Rio das Pedras 555 Box 28 e 29,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03453-971
Rua Benedito Jacob,Aricanduva,"São Paulo, SP","Aricanduva, São Paulo, SP",03505-015
Travessa Cachoeira dos Sonhos,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-780
Rua Campos de Maiorca,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-030
Rua Carlos José de Castilho,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-760
Travessa Carlota Coelho da Silva,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03506-050
Rua Carnaval,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-740
Rua Catharina Benites Sanches,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-110
Rua Clóvis Graciano,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-730
Rua Denes Martoni Campitelli,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03452-005
Rua Domiciano de Rezende,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-025
Rua Dona Maria Palma,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03506-030
Rua Dona Maria da Glória,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03506-010
Rua Doutor Alarico Silveira,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-040
Rua Doutor Almeida Salles,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03507-020
Rua Doutor José Diogo Bastos,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-040
Rua Doutor Luís Carlos - de 201/202 ao fim,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-000
Rua Doutor Suzano Brandão,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-000
Rua Doutor Álvares Teixeira,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03901-030
Rua Edgar de Sousa,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-010
Rua Eponina Viana Credidio,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-650
Rua Equestre,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-700
Rua Eros,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-660
Rua Falanto,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-000
Rua Fonte da Espinheira,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-070
Rua Formoselha,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-090
Rua Francisco Esteves,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-130
Avenida Francisco José Resende,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-000
Rua Frei Mont'Alverne,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-030
Rua Gavino Virdes,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-030
Rua General Sousa Neto,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-020
Avenida Godofredo Mello Vianna,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-670
Avenida Governador Adhemar Pereira de Barros,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-070
Rua Guaperuvu,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-010
Travessa Guilherme Arnone,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03507-015
Rua Guiomar Paciulo,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-150
Rua Gustavo Geley,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-590
Rua Gustavo Vicenzzoto,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-050
Rua Haroldo Piccina,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-020
Rua Henrique Carnicelli,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-040
Travessa Homero Massena,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-170
Avenida Ibiúna,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03507-010
Rua Indaiá Grande,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-710
Rua Inhana,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-050
Rua Isabel Garcia Marques,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-120
Rua Isidro Nunes,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-720
Rua Jean Meyer,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-640
Rua João Augusto Navarro,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-060
Rua Laura Schmeil,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-140
Rua Luís Gonzaga de Sylos,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-070
Travessa Luís Milon,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-060
Rua Lázaro Gonçalves Fraga,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-060
Praça Lúcia Mekhitarian,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03501-010
Rua Manoel Gomes Ferreira,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03506-020
Avenida Marapanim,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03456-090
Avenida Marginal,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-750
Praça Maria Alves Galvão da Silva,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-070
Rua Mariazinha Vicenzzoto,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-010
Rua Martim Damy,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-020
Rua Martino Francesco Storace,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-015
Travessa Mata de Salgueiros,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-025
Rua Matilde La Giudice,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-020
Avenida Mazzaropi,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-010
Rua Moacir Fagundes,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-770
Rua Moisés Marx,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03507-000
Rua Monsenhor Francisco de Paula,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-000
Travessa Mário Rizzo,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-007
Rua Natal Meira de Barros,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-030
Avenida Odilon Pires,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-000
Rua Orestes Credidio,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-690
Rua Pierre-Gaetan Leymarie,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-600
Rua Professor Ernani Calbucci,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03503-020
Rua Professor Miguel Russiano,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03502-030
Rua Professora Júlia Soares Cora,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-005
Avenida Rio das Pedras - até 1609 - lado ímpar,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03453-000
Avenida Rio das Pedras 555,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03453-900
Avenida Rio das Pedras - até 1016 - lado par,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03452-000
Avenida Rio das Pedras - de 1071 a 2241 - lado ímpar,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03453-100
Avenida Rio das Pedras - de 2120 a 3100 - lado par,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03452-200
Avenida Rio das Pedras - de 2243 a 3055 - lado ímpar,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03453-200
Avenida Rio das Pedras - de 3057 ao fim - lado ímpar,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03930-310
Avenida Rio das Pedras - de 3102 ao fim - lado par,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03930-300
Avenida Rio das Pedras - de 1018 a 2118 - lado par,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03452-100
Rua Rodeio,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03503-010
Rua Rolando Mário Ramacciotti,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-580
Rua Rupiara - de 200/201 ao fim,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-050
Praça Santo João Vicenzotto,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03454-080
Rua Sargento Claudiner Evaristo Dias,Parque Santo Antônio (Aricanduva),"São Paulo, SP","Parque Santo Antônio (Aricanduva), São Paulo, SP",03385-150
Rua São Félix de Cantalício,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-080
Travessa São Pedro,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-050
Rua Tenente-Coronel Soares Neiva,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03503-000
Avenida Ubirajara Vianna,Fazenda Aricanduva,"São Paulo, SP","Fazenda Aricanduva, São Paulo, SP",08275-680
Rua Vicente La Giudice,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-040
Rua Vieira Pinto,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03504-020
Rua Vitório Della Bella,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-010
Rua Yolanda Xande Nunes,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-050
Viela da Aricanduva,Jardim São Gonçalo,"São Paulo, SP","Jardim São Gonçalo, São Paulo, SP",08370-189
Largo da Igreja,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03505-040
Rua do Almirantado,Jardim Aricanduva,"São Paulo, SP","Jardim Aricanduva, São Paulo, SP",03455-060
Travessa do Arqueiro,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03515-185
Avenida dos Minuanos,Vila Aricanduva,"São Paulo, SP","Vila Aricanduva, São Paulo, SP",03520-005
Rua Adriano Rainaldi,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-250
Rua Afonso Porto,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-030
Rua Amado Baía,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-080
Rua Antonino Bacaeri,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-060
Travessa Antônio Cirilo Gabriel,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-075
Rua Apanha-Peixe,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-090
Rua Arroio Teixeira,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-110
Rua Artemia Cruz,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-100
Rua Artur Alvim,Vila Santa Teresa (Zona Leste),"São Paulo, SP","Vila Santa Teresa (Zona Leste), São Paulo, SP",03565-010
Praça Augusta Rodrigues de Souza,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-051
Travessa Baiporó,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-170
Rua Benedito Leal,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-060
Rua Buarque de Macedo,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-040
Rua Desembargador Carneiro Ribeiro,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03569-000
Rua Desembargador Rocha Portela,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-000
Rua Doutor Campos Moura,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-010
Rua Doutor Fernando de Magalhães,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-070
Rua Doutor Luiz Ayres,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-000
Rua Doutor Moacir Tavolaro,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-080
Viela Ezídio,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-225
Rua Fontes Malheiros,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-050
Rua Gabriel Angler,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-260
Rua Galileu Menon,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-010
Rua Hermes de Moura Borges,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-120
Rua Hipólito Xavier,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-090
Rua Inês Monteiro,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-030
Rua Itapipinas,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-020
Rua Itapipoca,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-040
Rua Jorge de Almeida Quirino,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-100
Rua José Dias Braga,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-120
Praça José Felardi,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-160
Rua José Guedes,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-130
Rua Juazeiro do Norte,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-000
Rua Major Boaventura,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03569-030
Viela Manoel Alves de Barros,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-222
Rua Maria Eugênia Celso,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-050
Viela Maria Regina,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-223
Rua Mário Furtado,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-110
Avenida Nicolau Jacinto,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-010
Rua Nicolau Maffei,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03569-010
Rua Padre Miguel de Campos,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-070
Avenida Padre Sena Freitas,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-020
Rua Pedreira de Magalhães,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-040
Rua Pedro Filier,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-080
Rua Peixoto Werneck - até 529/530,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-060
Rua Penedo,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-070
Rua Plínio Cavalcanti,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03569-020
Rua Praia de Mucuripe,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-100
Rua Rio Mearim,Jardim Artur Alvim,"São Paulo, SP","Jardim Artur Alvim, São Paulo, SP",03687-050
Rua Doutor Campos Moura 234,Parque Artur Alvim,"São Paulo, SP","Parque Artur Alvim, São Paulo, SP",03568-970
Viela Severino Joaquim,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-221
Rua Susana Dacre,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-220
Rua Valdomiro Machado,Artur Alvim,"São Paulo, SP","Artur Alvim, São Paulo, SP",03567-140
Rua Vidal Prader,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-240
Rua Vinte e Sete de Novembro,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-110
Viela Zico,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-224
Rua Ângelo Saccol,Jardim São José (Artur Alvim),"São Paulo, SP","Jardim São José (Artur Alvim), São Paulo, SP",03563-200
Rua Altieri,Barra Funda,"São Paulo, SP","Barra Funda, São Paulo, SP",01136-040
Rua Américo Del Veneri,Várzea da Barra Funda,"São Paulo, SP","Várzea da Barra Funda, São Paulo, SP",01136-005
Rua Anhangüera,Barra Funda,"São Paulo, SP","Barra Funda, São Paulo, SP",01135-000
Praça Antônio Cândido de Camargo,Barra Funda,"São Paulo, SP","Barra Funda, São Paulo, SP",01154-070
Rua Assis,Várzea da Barra Funda,"São Paulo, SP","Várzea da Barra Funda, São Paulo, SP",01140-100
Avenida Auro Soares de Moura Andrade,Barra Funda,"São Paulo, SP","Barra Funda, São Paulo, SP",01156-001
